"各位保研er大家好！这里是【保研星途】推免招生信息公益分享！
保研星途在2025年总计陪伴3500+学员（含各类全程班、单项班学员等），拿到保研名额的学员上岸率为99.2%，上岸学员中98.6%获得理想offer并实现院校档次跃迁提升。
欢迎联系我们，领取保研资料→",,,,,,
序号,学校 ,学院,通知名称,通知链接,DDL,
1409,香港科技大学,生命科学部（LIFS）,2026年香港科技大学生命科学部（LIFS）2026暑期招生营（面向2027/28学年秋季研究生招生）,https://life-sci.hkust.edu.hk/2026/03/09/lifs-summer-recruitment-camp-2026-6-july-10-july-2026/,3月31日,
1410,北京中关村学院,,2026年北京中关村学院开放日,https://mp.weixin.qq.com/s/3TzWqQJkLc-AsPkBkWaXew?scene=1,3月28日,
1411,中国科学技术大学,研究生院科学岛分院,2026年中国科学技术大学研究生院科学岛分院第一届优秀大学生冬季科研训练营报名通知,https://hf.cas.cn/sbpy/yjsc/zs/zs_zsxc/zsxc_dxsxly/202601/t20260112_8103000.html,1月20日,
1412,上海交通大学,,2026年上海交通大学浦江国际学院 2026年度“科研见习项目”通知,https://mp.weixin.qq.com/s/Mi1ytEu_5afvwsSIGJ7znA,1月18日,
1413,,,2026年2026年海南省航天技术创新中心航天主题（首届）大学生冬令营报名开启！,https://mp.weixin.qq.com/s/sUyVY3a3vzZBA6q6c294rA,1月16日,
1414,中国科学院,沈阳自动化研究所,2025年中国科学院沈阳自动化研究所大学生冬令营,https://www.sia.cas.cn/zpjy/yjsjy/zs/zsgg/202512/t20251215_8027511.html,1月15日,
1415,中国航天科工集团第二研究院,,2025年中国航天科工集团第二研究院全国优秀大学生冬令营正式启动！,https://mp.weixin.qq.com/s/THw9bB4seoHX7coFLBLwEA?scene=1&click_id=13,1月12日,
1416,中国科学技术大学,,2026年中国科学技术大学应用化学与工程学院（长春应化所）第一届优秀大学生冬季科研训练营通知,http://yjsb.ciac.cas.cn/tzgg/202512/t20251230_814198.html,1月11日,
1417,中国科学院,微小卫星创新研究院,2025年中国科学院微小卫星创新研究院大学生冬令营火热招募,https://mp.weixin.qq.com/s/678bFB5aYQfVKsYUAUMMsg,1月10日,
1418,中国科学院,上海应用物理研究所,2025年中国科学院上海应用物理研究所2026年“应用物理”冬令营招募通知,https://www.sinap.cas.cn/yjsjynew/zsjz/sszs_177904/202512/t20251225_8032807.html,1月8日,
1419,中国科学院,物理研究所,2026年中国科学院物理研究所2026年第二届“天目杯”理论物理冬令营报名,https://mp.weixin.qq.com/s/TA0pNCXdeQoNgQMbUbuz0A,1月6日,
1420,中国科学技术大学,,2025年中国科学技术大学材料科学与工程学院（金属所）2026年冬季大学生科研实践项目报名开始啦！,https://mp.weixin.qq.com/s/hlDr_pU3gVAyx7rJ75cGhQ?scene=1&click_id=11,12月31日,
1421,上海交通大学,李政道研究所(基础研究),2025年上海交通大学李政道研究所(基础研究)粒子物理冬季学校开启报名,https://mp.weixin.qq.com/s/Asei8vZlScdM55PD_sk_Tg,12月31日,
1422,南方科技大学,物理系,南方科技大学物理系2026年全国优秀大学生冬令营报名通知,https://mp.weixin.qq.com/s/KLckMC-SPuLOpddJimi2vg?scene=1&click_id=60,12月22日,
1423,西北工业大学,航空学院,2025年西北工业大学航空学院关于举办2026年“未来飞行器中的力学原理与创新实践”线上冬令营的通知（第一轮）,https://aero.nuaa.edu.cn/2025/1204/c4292a389198/page.htm,12月19日,
1424,,,2025年首都医学科学创新中心2026年冬季培训班报名开启！,https://www.cimrbj.ac.cn/content/2c974d05989c985b019b1032fce602cb.html,12月12日,
1425,中国科学院,西安光学精密机械研究所,2026年中国科学院西安光学精密机械研究所2025“西游记”冬令营邀请函（12月10日截止）,https://mp.weixin.qq.com/s/9MtfWt6VpwqO8ZL2myiFTg?click_id=12,12月10日,
1426,北京脑科学与类脑研究所,,2026年北京脑科学与类脑研究所2026年冬季培训班,https://mp.weixin.qq.com/s/RHugLnSMk8DNJN4uUhbYQw?scene=1&click_id=11,11月28日,
1427,西湖大学,,2026年西湖大学2026年暑期科研实习公告,https://www.westlake.edu.cn/admissions/summer_sessions/summer_internship/notification_announcement/202601/t20260127_64398.html,,
1428,上海创智学院,,2026年上海创智学院夏季营逻辑推理和数学基础考试大纲,https://www.sii.edu.cn/2026/0430/c24a956/page.htm,2026-04-30,
1429,上海创智学院,,2026年上海创智学院2026年春季营博士生遴选简章,https://www.sii.edu.cn/2026/0209/c24a685/page.htm,,
1430,上海交通大学,医学院,2026年上海交通大学医学院神经科学学科夏令营宣讲会,https://www.shsmu.edu.cn/sri/info/1076/3753.htm,,
1431,北京大学,智能学院,2026年北京大学智能学院2027年招生指南,https://www.cis.pku.edu.cn/info/1034/9565.htm,,
1432,华中科技大学,国家脉冲强磁场科学中心,2026年华中科技大学国家脉冲强磁场科学中心优秀大学生夏令营报名通知,https://whmfc.hust.edu.cn/info/1508/5425.htm,2026-06-28,
1433,吉林大学,食品科学与工程学院,2026年吉林大学食品科学与工程学院招收2027年直博生考核办法,https://spxy.jlu.edu.cn/info/1058/7346.htm,,
1434,上海科技大学,物质科学与技术学院,2026年上海科技大学物质科学与技术学院研招宣传手册,https://spst.shanghaitech.edu.cn/2026/0506/c2413a1121603/page.htm,2026-06-19,
1435,上海交通大学,材料科学与工程学院,2026年上海交通大学材料科学与工程学院2027年研究生招生宣传安排及报名通知,https://smse.sjtu.edu.cn/post/detail/5374,2026-06-15,
1436,上海科技大学,生命科学与技术学院,2026年上海科技大学生命科学与技术学院研究生招生宣讲（咨询）会汇总[for 2027招生],https://slst.shanghaitech.edu.cn/2026/0512/c319a1121859/page.htm,2026-05-12,
1437,中国科学院,上海药物研究所,2026年中国科学院上海药物研究所2027年研究生招生导师信息库的公告（请意向推免生尽快与导师联系）,https://simm.cas.cn/web/yjsjy/tzgg/202604/t20260430_8195271.html,2026-04-30,
1438,华中农业大学,食品科学技术学院,2026年华中农业大学食品科学技术学院优秀大学生研学营活动通知,https://shipin.hzau.edu.cn/info/1057/15483.htm,2026-06-15,
1439,同济大学,环境科学与工程学院,2026年同济大学环境科学与工程学院优秀大学生开放日活动通知,https://sese.tongji.edu.cn/info/1181/9679.htm,2026-06-24,
1440,厦门大学,智能制造学院（萨本栋微米纳米科学技术研究院）,2026年厦门大学智能制造学院（萨本栋微米纳米科学技术研究院）2027年研究生招生直播宣讲,https://sbd.xmu.edu.cn/info/1468/12930.htm,2026-06-26,
1441,中国科学院大学,前沿交叉科学学院,2026年中国科学院大学前沿交叉科学学院大学生前沿交叉学科夏令营知识竞赛大纲,https://sais.ucas.ac.cn/index.php/zh/xwgs/tgzs/1435-2026-5,,
1442,吉林大学,人工智能学院,2026年吉林大学人工智能学院关于接收2027年优秀应届本科毕业生直接攻读博士学位研究生实施细则,https://sai.jlu.edu.cn/info/1033/5450.htm,2026-06-17,
1443,复旦大学,高分子科学系,2026年复旦大学高分子科学系全国优秀大学夏令营报名通知,https://polymer.fudan.edu.cn/f2/ec/c31394a783084/page.htm,,
1444,东南大学,计算机科学与工程学院,2026年东南大学计算机科学与工程学院PALM实验室招收2027年入学博士及推免硕士研究生,https://palm.seu.edu.cn/application.html,,
1445,天津大学,宣怀学院,2026年天津大学宣怀学院2027级科创硕士推免招生先导说明,https://mp.weixin.qq.com/s/ZWyylBLqg6QEP6ypwhSfCw,,
1446,中国科学院,南海海洋研究所,2026年中国科学院南海海洋研究所深蓝逐梦・遇见海洋科研招生宣讲会-西安站,https://mp.weixin.qq.com/s/Z12iMbsUg4aZDNcvj4yVqg?scene=1&click_id=4,2026-04-14,
1447,深圳大学,计算机与软件学院,2026年深圳大学计算机与软件学院2027年研究生招生线上宣讲会专场,https://mp.weixin.qq.com/s/yLdsBMHYjhweR90pLhbtpg?click_id=4,2026-05-11,
1448,华东师范大学,生态与环境科学学院,2026年华东师范大学生态与环境科学学院2027年研招开始,https://mp.weixin.qq.com/s/y0ibdeGl5D-FWsqV5A2q1Q?scene=1&click_id=3,,
1449,华东师范大学,药学院,2026年华东师范大学药学院2027研究生招生线上宣讲会即将开启,https://mp.weixin.qq.com/s/XjJspzx8M-_EfLexGvvdCg,2026-05-19,
1450,上海人工智能实验室,,2026年上海人工智能实验室联培博士招生活动预告（浙江大学宣讲会）,https://mp.weixin.qq.com/s/WMEnWHCKllwL2BIC1i_Jbw?scene=1&click_id=1,,
1451,中国科学院,上海光学精密机械研究所,2026年中国科学院上海光学精密机械研究所招生宣讲会通知-四川大学站,https://mp.weixin.qq.com/s/-wKzs12vCAtJMOlO-31yZg,,
1452,浙江大学脑,脑科学与脑医学学院,2026年浙江大学脑科学与脑医学学院暑期夏令营招生宣讲会,https://mp.weixin.qq.com/s/wJoaTB8fFl71oQFDly8VCQ,2026-05-25,
1453,清华大学,化学系,2026年清华大学化学系“化启新程”论坛日程安排通知,https://mp.weixin.qq.com/s/wbs5_qvyOafuK_76LPjVTw?scene=1&click_id=1653337764,2026-07-04,
1454,清华大学,环境学院,2026年清华大学环境学院国际暑期学校招募开启,https://mp.weixin.qq.com/s/w0U3UbWdpUPfVqsISaokiw?scene=1&click_id=5,,
1458,天津大学,纳电子科学与芯片工程学院,2026年天津大学纳电子科学与芯片工程学院(纳米中心)2027级推免研究生招生通知,https://mp.weixin.qq.com/s/S-XZm5CZOhgrVhDAHmOofQ?scene=1&click_id=10,,
1459,中国科学院,国家空间科学中心,2026年中国科学院国家空间科学中心全国优秀大学生夏令营线上讲座,https://mp.weixin.qq.com/s/Sfvh_undE4RbJiqi3-btSg?scene=1&click_id=7,,
1460,北京协和医学院,,2026年北京协和医学院南京专场宣讲会报名开启！,https://mp.weixin.qq.com/s/SfIGgqK0zulWFTHrZC8aKA?scene=1,2026-05-07,
1461,中国科学院,上海营养与健康研究所,2026年中国科学院上海营养与健康研究所2026学术报告暨招生宣讲会@天津站,https://mp.weixin.qq.com/s/rEDmQBMvRubU17GkGngm-Q?scene=1&click_id=13,,
1462,中国科学院,福建物质结构研究所,2026年中国科学院福建物质结构研究所招生宣讲会-厦门站,https://mp.weixin.qq.com/s/r8rKlrPa35rxoF8iYC1FzQ?scene=1&click_id=12,,
1463,西安电子科技大学,,2026年西安电子科技大学太原宣讲会,https://mp.weixin.qq.com/s/R8bRX7PY1d46q7aBY47vsA?click_id=2,2026-05-14,
1464,中国科学院,星际航行学院,2026年中国科学院空间应用工程与技术中心（中国科学院大学星际航行学院）“星际航行·银河战队”夏令营招募通知（4月15日重发通知，补充报名链接）,https://mp.weixin.qq.com/s/qt1ny1QY316NeY0UGdBweQ?scene=1&click_id=2,2026-01-27,
1465,中国人民解放军信息支援部队工程大学,,2026年中国人民解放军信息支援部队工程大学2027年入伍研究生预报名开始！,https://mp.weixin.qq.com/s/QoCdstU_zzUp8m-F7Xr7pQ?click_id=51,,
1466,苏州大学,能源学院,2026年苏州大学能源学院招生介绍,https://mp.weixin.qq.com/s/Q2qBpvMt8owcDRgCdKVWnw?scene=1&click_id=5,,
1467,上海交通大学,国家电投智慧能源创新学院,2026年上海交通大学国家电投智慧能源创新学院2027级研究生线下招生咨询,https://mp.weixin.qq.com/s/pYzPUi9ihiIalay0IwYPAQ,,
1468,北京邮电大学,集成电路学院,2026年北京邮电大学集成电路学院招收2027级研究生招生宣讲会通知,https://mp.weixin.qq.com/s/pLmO1hr4Dmk2fyPy_LFfLg?scene=1&click_id=114,2026-06-29,
1469,香港中文大学（深圳）,数据科学学院,港中大（深圳）数据科学学院硕士研究生项目2026年优秀大学生迷你营及夏令营开放申请,https://mp.weixin.qq.com/s/PlA3r0GmzvshCkNB1E3JFg?scene=1,2026-04-10,
1470,北京邮电大学,信息与通信工程学院,2026年北京邮电大学信息与通信工程学院招收2027级研究生招生宣讲会通知,https://mp.weixin.qq.com/s/oLUM4SrjU2gIKNovPM5Oig,2026-07-01,
1471,清华大学,智能产业研究院,清华大学智能产业研究院WINTER@AIR｜2026冬令营开始报名啦！,https://mp.weixin.qq.com/s/OkA2w6ak5My6_kHIVUWwpA,,
1472,,,关于举办第二十八届中国机器人及人工智能大赛的预通知,https://mp.weixin.qq.com/s/Ny2SrXF8UND4dRM1BxCFEQ,,
1473,中国科学院,遗传与发育生物学研究所,2026年中国科学院遗传与发育生物学研究所研究生招生宣讲交流会 · 西安,https://mp.weixin.qq.com/s/n0r1fAAQDwOXbt1hFmqwww?scene=1&click_id=1,,
1474,中国电子科技集团有限公司第十四研究所,,2026年中国电子科技集团有限公司第十四研究所2027届暑期开放日暨硕士推免生预选拔邀请函,https://mp.weixin.qq.com/s/lqZMq0oPNHeqasWwZY5Lgw?scene=1&click_id=1301114141,,
1475,华东师范大学,生命科学学院,2026年华东师范大学生命科学学院夏令营招生宣传—开放日活动,https://mp.weixin.qq.com/s/jX2emd7f7ioRGO8fg85MFw?scene=1&click_id=48624656,,
1476,北京中关村学院,,2026年北京中关村学院夏令营高校巡讲启动,https://mp.weixin.qq.com/s/jRnWq99_xIcc5qfQVNLJHg?scene=1&click_id=25,2026-03-23,
1477,清华大学,化学系,2026年清华大学化学系“化启新程”论坛邀请通知,https://mp.weixin.qq.com/s/jbOHq9hGbZomYO8_ORi5Pg?scene=1&click_id=4,,
1478,中国科学院大学,,2026年中国科学院大学“星际航行·银河战队”夏令营招募通知（线下宣讲会更新）,https://mp.weixin.qq.com/s/idBvh3fq-EtcrLV5Fl6IXg,,
1479,复旦大学,大数据学院,2026年复旦大学大数据学院硕博士研究生招生宣讲咨询会-北京场、天津场预告,https://mp.weixin.qq.com/s/H7W4F2giZZ_RcSiC_paErw?click_id=5,,
1480,北京协和医学院,,2026年北京协和医学院全国招生宣讲会即将正式启动！,https://mp.weixin.qq.com/s/gTK5dVrJZbU8OAPXA7sNVw?scene=1&click_id=7,2026-05-07,
1481,清华大学,苏世民学院,2026年清华大学苏世民学院校园宣讲会,https://mp.weixin.qq.com/s/gP4KuIp98CoyDgWp3zm7kg?scene=1&click_id=6,,
1482,哈尔滨工业大学,青岛创新发展基地,2026年哈尔滨工业大学青岛创新发展基地学术交流营开启报名！,https://mp.weixin.qq.com/s/Gj7pjX90Uqa10LL3d_iMeg,,
1483,华东师范大学,精密光谱科学与技术高等研究院,2026年华东师范大学精密光谱科学与技术高等研究院2027年研究生招生宣讲,https://mp.weixin.qq.com/s/g_TWWTvvw6dqebgag6GBvg?scene=1&click_id=25,2026-05-18,
1484,上海交通大学,化学化工学院（含变革性分子前沿科学中心）,2026年上海交通大学化学化工学院（含变革性分子前沿科学中心）招生宣讲咨询会,https://mp.weixin.qq.com/s/FoysP-7-hxCyMWA75AFMxg?scene=1&click_id=9,,
1485,,,2026年关于举办第十七届“中国大学生服务外包创新创业大赛”的通知,https://mp.weixin.qq.com/s/FiRes4U2HFFxCC0h_NI9mQ,,
1486,武汉大学,遥感信息工程学院,2026年武汉大学遥感信息工程学院第八届定量遥感暑期学校暨第五届定量遥感国际暑期学校（第一轮通知）,https://mp.weixin.qq.com/s/fHF_W3zE9USJXoTWHGVd5Q,2026-07-06,
1487,中国科学院,上海应用物理研究所,2026年中国科学院上海应用物理研究所招生宣讲会——湖南大学站,https://mp.weixin.qq.com/s/FgSev-DUL-dcqIvt_pmQgg,,
1488,中国科学院,星际航行学院,2026年中国科学院空间应用工程与技术中心（中国科学院大学星际航行学院）“星际航行·银河战队”夏令营招募宣讲会（合肥、南京）,https://mp.weixin.qq.com/s/dZFZyYeACdPnKlMkCdjpTg?scene=1&click_id=1,,
1489,香港科技大学,工学院,2026年香港科技大学工学院2026优秀学生夏令营,"https://mp.weixin.qq.com/s/DYEPVt6ZzuqzRhCourKwiw?scene=1&click_id=27
官网链接：https://seng.hkust.edu.hk/academics/research-postgraduate/summer-camp#event",,
1490,同济大学,中意工程创新学院,2026年同济大学POLITONG中意本科双学位项目 & 中意工程创新学院招生宣讲会,https://mp.weixin.qq.com/s/-do3t3hcv5--dlU1fPVeFw,2026-04-28,
1491,北京大学、北京大学深圳研究生院,化学与分子工程学院、化学生物学与生物技术学院,2026年北京大学化学与分子工程学院与北京大学深圳研究生院化学生物学与生物技术学院“全国优秀大学生夏令营”第二轮通知,https://mp.weixin.qq.com/s/d1fE4GiUMRopYNXXtxg1vg,,
1492,华东师范大学,地理科学学院,2026年华东师范大学地理科学学院2027年研究生招生网上直播宣讲,https://mp.weixin.qq.com/s/c5ndVEFuV8089pCt-Svuww?scene=1&click_id=52,,
1493,上海交通大学,李政道研究所,2026年李政道研究所2026年度本科生科研项目首次开放申请！,https://mp.weixin.qq.com/s/by5m8WZJRleIY7YfsLJzDw,,
1494,海人工智能实验室,,2026年上海人工智能实验室“国智计划”学术交流活动暨2027级联培博士招生宣讲会（清北专场）,https://mp.weixin.qq.com/s/BkcsusJqdLVDkDSNgoMuyw,,
1495,香港中文大学（深圳）,,关于下达中国康复医学会2026年度科普比赛（竞赛）计划的通知,https://mp.weixin.qq.com/s/aVaFsEvRzkCWx5BiH4AHRw,2026-02-04,
1496,中国科学院,上海应用物理研究所,2026年中国科学院上海应用物理研究所招生宣传册,https://mp.weixin.qq.com/s/aCeOItdQeuoD6GVs4O6MxA?scene=1&click_id=4,,
1497,兰州大学,,2026年兰州大学暑期夏令营开始报名（数学、外语、土木、草科、资环、物理）,https://mp.weixin.qq.com/s/a7Bxe9DEXHI2DHk_YKygrA?scene=1&click_id=1,2026-06-20,
1498,海军工程大学,,2026年海军工程大学2027年入伍研究生预报名开始！,https://mp.weixin.qq.com/s/_jnubd5sCgsTGdr_p9n7tA?scene=1&click_id=15,,
1499,复旦大学,药学院,2026年复旦大学药学院2027年硕博研究生招生咨询会,https://mp.weixin.qq.com/s/88TNgeK039Z5q-qLRdM4Ng?scene=1&click_id=8,,
1500,上海交通大学,人工智能学院,2026年上海交通大学人工智能学院研究生招生宣讲开启,https://mp.weixin.qq.com/s/4XGOPK2A2g3au6GiCBCL0g,,
1501,上海人工智能实验室,,2026年上海人工智能实验室2027级联培博士招生启动,https://mp.weixin.qq.com/s/3QsVW2K01RJn9C6AWj9Yvg?scene=1&click_id=2,,
1502,上海交通大学,溥渊未来技术学院,2026年上海交通大学溥渊未来技术学院研究生招生宣讲会,https://mp.weixin.qq.com/s/1Aq5JM-h4fRP1d6xJs4Xxw,,
1503,深圳河套学院,,深圳河套学院2026年春季选拔营报名2月2日开启（面向2026级博士生，含直博）,https://mp.weixin.qq.com/s/13H9qtcfU_aphk8DvVQT3g,2026-02-02,
1504,河南大学,数学与统计学院,河南大学数学与统计学院 2026年优秀大学生数学国际冬令营日程安排,https://maths.henu.edu.cn/info/1051/19370.htm,,
1505,西北农林科技大学,生命科学学院,2026年西北农林科技大学生命科学学院优秀大学生夏令营工作方案,https://life.nwafu.edu.cn/tzgg/3ccebdd9012949e585b898dd116b0c2e.htm,,
1506,中国农业科学院,蔬菜花卉研究所,2026年中国农业科学院蔬菜花卉研究所2027年拟招收直博生、推荐免试生导师,https://ivf.caas.cn/xwdt/tzgg/dd96545d82044526929ce8843915091b.htm,,
1509,天津大学,医疗机器人与智能系统研究院,2026年天津大学医疗机器人与智能系统研究院2027年学位研究生招生简介,https://imris.tju.edu.cn/info/1012/2352.htm,2026-06-10,
1510,中国科学院,自动化研究所,2026年中国科学院自动化研究所“人工智能”大学生暑期学校通知,https://ia.cas.cn/yjsjy/zs/sszs/202606/t20260624_8232736.html,2026-06-24,
1511,香港中文大学,工程学院,2026年香港中文大学工程学院PhD Fellowship Summer Workshop（博士招生夏令营）,https://hkpfs.erg.cuhk.edu.hk/about-us,,
1516,西南交通大学,环境科学与工程学院,2026年西南交通大学环境科学与工程学院“环境交叉科学优秀大学生云端夏令营”的通知,https://ese.swjtu.edu.cn/info/1941/21281.htm,,
1517,北京交通大学,电子信息工程学院,2026年北京交通大学电子信息工程学院研究生招生宣传暑期夏令营实施方案,https://eie.bjtu.edu.cn/cms/item/6425.html,2026-06-23,
1518,中国科学技术大学,信息科学技术学院,2026年中国科学技术大学信息科学技术学院电子工程与信息科学系（6系）研招科学营公告,https://eeis.ustc.edu.cn/2026/0520/c2702a741249/page.htm,,
1519,吉林大学,材料科学与工程学院,2026年吉林大学材料科学与工程学院2027年优秀应届本科毕业生直接攻读博士学位研究生校内预选接收考核实施细则,https://dmse.jlu.edu.cn/info/1018/7834.htm,,
1520,中国地质大学（武汉）,海洋学院,2026年中国地质大学（武汉）海洋学院研招校园开放日直播海报,https://cmst.cug.edu.cn/info/1025/19591.htm,2026-06-18,
1521,中国科学院成都生物研究所,无独立学院,2026年中国科学院成都生物研究所2027年硕士研究生招生指标计划情况,https://cib.cas.cn/yjsjy/zspy/sszs/202606/t20260625_8233487.html,2026-06-25,
1522,南开大学,化学学院,2026年南开大学化学学院“魅力化学”优秀大学生夏令营日程安排,https://chem.nankai.edu.cn/2026/0624/c24089a598951/page.htm,2026-06-24,
1523,北京理工大学,化学与化工学院,2026年北京理工大学化学与化工学院“化学与化工”优秀大学生暑期学术夏令营的通知,https://cce.bit.edu.cn/tzgg/00ac819d533b4251bb9573727fd49016.htm,2026-07-02,
1524,中国科学技术大学,信息科学技术学院,2026年中国科学技术大学信息科学技术学院自动化系科学营公告,https://auto.ustc.edu.cn/2026/0520/c26085a741214/page.htm,2026-05-20,
1525,四川大学,分析测试中心,2026年四川大学分析测试中心关于举办优秀大学生暑期夏令营的补充通知,https://atc.scu.edu.cn/info/1056/3853.htm,,
1526,山东大学,空间科学与技术学院,2026年山东大学空间科学与技术学院太空探索暑期夏令营活动简章,https://apd.wh.sdu.edu.cn/info/1334/20490.htm,,
1527,华南师范大学,华南先进光电子研究院,2026年华南师范大学华南先进光电子研究院推荐2027届优秀应届“新兴光电子技术及其交叉科学领域拔尖创新人才”本科毕业生免试攻读硕士学位研究生工作实施细则,https://aoe.scnu.edu.cn/a/20260616/2798.html,,
1528,华中科技大学,人工智能与自动化学院,2026年华中科技大学人工智能与自动化学院（184）2027级研究生招生线上宣讲活动通知,https://aia.hust.edu.cn/info/1177/11283.htm,2026-06-25,
1529,湘潭大学,自动化与电子信息学院,2026年湘潭大学自动化与电子信息学院关于开展“雏鹰计划”创新实践夏令营的通知,https://aei.xtu.edu.cn/info/1078/5596.htm,,
1530,浙江大学,电气工程学院,2026年浙江大学电气工程学院全国优秀大学生招生宣传（暑期学术夏令营）活动（专题）-预通知,http://ee.zju.edu.cn/2026/0601/c88381a3168636/page.htm,2026-07-05,
1531,吉林大学,通信工程学院,2026年吉林大学通信工程学院2027年招收优秀应届本科毕业生直接攻读博士学位研究生招生专业计划,http://dce.jlu.edu.cn/info/1032/11390.htm,2026-06-11,
1535,北京科技大学,化学与生物工程学院,2026年北京科技大学化学与生物工程学院2027年硕士研究生招生咨询活动公告,https://huasheng.ustb.edu.cn/tzgg/137d6a3f3f9245e68c31ef0dea4b6a25.htm,,
1536,中国矿业大学,安全工程学院,2026年中国矿业大学安全工程学院“优秀大学生暑期学术交流活动“会议手册,https://safe.cumt.edu.cn/info/1075/12693.htm,,
1537,上海交通大学,医学院,2026年上海交通大学医学院关于开展2027年优秀本科生“研习营”活动的通知,https://www.shsmu.edu.cn/yjsy/info/1059/8073.htm,,
1538,北京大学,力学与工程科学学院,2026年北京大学力学与工程科学学院全国优秀大学生机械专业夏令营参营通知,https://mech.pku.edu.cn/jyjx/zyxwjy/tzgg4/97dd4d0cf391438086eb87ed9a487fe6.htm,,
1539,中国科学院,亚热带农业生态研究所,2026年中国科学院亚热带农业生态研究所“体验农业生态之旅”暑期夏令营活动通知（第二轮）,https://www.isa.cas.cn/yjsb/kjrh/xly/202606/t20260629_8235035.html,,
1540,北京大学,材料科学与工程学院,2026年北京大学材料科学与工程学院“全国优秀大学生夏令营”参营通知,https://www.mse.pku.edu.cn/info/1013/6334.htm,,
1541,兰州大学,大气科学学院,2026年兰州大学大气科学学院优秀大学生夏令营第二轮通知,https://atmos.lzu.edu.cn/html/dqxy/lddqxy/shouye/tongzhigg/2071519639510228994.html,,
1542,天津大学,化工学院,2026年天津大学化工学院2027级研究生招生宣传导师团活动通知,https://scet.tju.edu.cn/info/1019/9438.htm,,
1543,武汉大学,遥感信息工程学院,2026年武汉大学遥感信息工程学院第八届定量遥感暑期学校暨第五届定量遥感国际暑期学校（第二轮通知）,https://mp.weixin.qq.com/s/JTWlAQCTJH-8sWy2BoyIJg,,
1544,电子科技大学,自动化工程学院,2026年电子科技大学自动化工程学院“仪器与控制”全国优秀大学生夏令营活动通知,https://www.auto.uestc.edu.cn/info/1006/8316.htm,,
1545,天津大学,工程学院,2026年天津大学纳电子科学与芯片工程学院纳米中心2027级第一次预推免面试通知,https://mp.weixin.qq.com/s/Gq5NqtEHj0wemhTlb2ghCw,2026-07-21,
1546,北京交通大学,计算机学院,2026年北京交通大学计算机学院夏令营报名常见问题解答,https://cs.bjtu.edu.cn/zsjy/yjszs3/yjszs_sszs/28bef730474649b090ea9e4c622a9583.htm,2026-07-01,
1547,中国科学院,成都山地灾害与环境研究所,2026年中国科学院成都山地灾害与环境研究所山地科学优秀大学生夏令营2号通知,https://imde.cas.cn/yjsjy/zsdt/zsjz/202607/t20260701_8236489.html,,
1548,北京大学,数学科学学院,2026年北京大学数学科学学院大数据全国优秀大学生暑期夏令营参营通知,https://math.pku.edu.cn/zygg/172641.htm,,
1549,电子科技大学,生命科学与技术学院,2026年电子科技大学生命科学与技术学院暑期夏令营通知,https://www.life.uestc.edu.cn/info/1166/7280.htm,,
1550,电子科技大学,数学科学学院,2026年电子科技大学数学科学学院暑期夏令营通知,https://www.math.uestc.edu.cn/info/1029/10077.htm,,
1551,电子科技大学,通信抗干扰全国重点实验室,2026年度电子科技大学通信抗干扰全国重点实验室抗干扰通信全国优秀大学生暑期夏令营通知,https://www.ncl.uestc.edu.cn/info/1083/3965.htm,,
1552,中国科学院,生态环境研究中心,2026年中国科学院生态环境研究中心2027年接收推荐免试生含直博生招生简章,https://rcees.cas.cn/tzg/zs/202607/t20260701_8236726.html,,
1553,华中农业大学,生命科学技术学院,2026年华中农业大学生命科学技术学院关于预推免招生QQ群的通知,https://lst.hzau.edu.cn/info/1192/20246.htm,2026-07-01,
1554,电子科技大学,信息与通信工程学院,2026年电子科技大学信息与通信工程学院暑期夏令营通知,https://www.sice.uestc.edu.cn/info/1142/16512.htm,2026-07-06,
1555,中国科学院大学,人工智能学院,2026年中国科学院大学人工智能学院2027年接收推荐免试硕士含直博生研究生招生公告,https://ai.ucas.ac.cn/index.php/zh-cn/tzgg/7698-2027,,
1556,安徽医科大学,,2026年安徽医科大学全国优秀大学生暑期夏令营开营,https://yjsxy.ahmu.edu.cn/2026/0701/c7773a201416/page.htm,,
1557,复旦大学,先进材料实验室,2026年复旦大学先进材料实验室全国优秀大学生夏令营活动安排,https://mp.weixin.qq.com/s/5mWi7EQw0rBQtvumth1aQg,,
1558,武汉理工大学,土木工程与建筑学院,2026年武汉理工大学土木工程与建筑学院优秀大学生夏令营即将开启！,https://mp.weixin.qq.com/s/qIOPhe2CQMCVhrPl_T6gQg,,
1559,华中科技大学,人工智能与自动化学院,2026年华中科技大学人工智能与自动化学院1842027级研究生招生线上宣讲活动安排,https://aia.hust.edu.cn/info/1177/11290.htm,,
1560,中国地质大学,工程学院,2026年中国地质大学武汉工程学院第十二届研招校园开放日活动通知,https://gcxy.cug.edu.cn/info/1186/8086.htm,2026-07-02,
1561,华北电力大学,数理系,2026年华北电力大学数理系2027年硕士研究生招生简介,https://shlx.ncepu.edu.cn/zxtz/096aefc9a3fc4378be11746c4b00eaf8.htm,2026-07-01,
1562,中国科学院,微生物研究所,2026年中国科学院微生物研究所戴芳澜大学生夏令营报到须知及日程安排,https://im.cas.cn/yjsjy/zsxx/xlyhbksx/202607/t20260702_8237134.html,,
